Dataset,Image Path,L Mean,L Std,A Mean,A Std,B Mean,B Std,Cluster Label
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_17_0_0_500_500.tif,186.550828,50.10229304647059,15.446672,9.26254933182091,232.68976,34.53222308427883,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_51_0_0_775_522.tif,161.5563564454332,49.18425406749101,38.01981708070696,16.755520961773836,217.19067605981957,51.76426194831725,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_22_0_0_775_522.tif,135.8372265480163,47.06687656703764,46.60830799653937,11.424590810475845,227.65570139661352,23.7134671254844,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_15_0_0_1509_1516.tif,182.88776619089333,48.27738861902035,20.473481450785176,14.520153757809842,226.95809662692272,53.23782575249211,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_10_0_0_1318_1146.tif,125.58150537463554,34.02247327751388,40.310278940803535,9.137198314968032,226.55411247672845,9.94960129490779,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_36_0_0_775_522.tif,184.2006056111729,35.36130845061555,29.79211716722284,17.31629280315388,219.85687554072427,60.44867315455972,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_5_0_0_1311_981.tif,124.50033862300567,47.99449129810696,21.836551223824753,7.722880405005397,228.16644545370428,13.169406367391543,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_14_0_0_500_500.tif,187.831408,36.1392092987317,21.868636,8.444083579613837,234.351184,17.933878046818094,2
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_24_0_0_1511_1516.tif,212.98992699098432,23.865763085387645,11.603204032346783,13.168272610943418,235.12738030171008,51.72497112850563,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_55_0_0_1511_1516.tif,219.99201938641693,26.697272368766352,9.563541941330856,14.03384372873554,222.08002135614115,77.77201118243539,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_6_0_0_1500_1516.tif,212.974763412489,30.34208159380871,13.066225153913809,12.161293305493235,232.6837480211082,58.019562103731126,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_51_0_0_1511_1516.tif,205.55522212656876,26.050261740158458,13.423650922260503,12.023967277191845,237.47324065035824,39.57182231941596,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_21_0_0_500_500.tif,196.980824,36.50356717200421,16.10816,8.075171169356103,234.9037,29.592023964406355,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_54_0_0_775_522.tif,176.6345593869732,48.23741189808142,30.936887900135954,16.16384978436005,215.223747373625,63.23482783161142,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_45_0_0_970_699.tif,156.61706266684365,59.33249607869318,17.624379452236628,12.308768550761705,232.7279913868118,34.11151112372701,1
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_47_0_0_1509_1516.tif,183.3380372995099,42.78465221935699,20.79999029569286,9.521060157604943,236.7450796540021,27.183082455002708,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_62_0_0_2042_1581.tif,151.15689681768256,65.4101173100221,15.5277827854152,12.027815782633711,231.4315134856192,38.32845032936698,1
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_18_0_0_775_522.tif,201.73155110616736,34.69920356325295,23.575189716969472,21.812930594437756,197.9432307502163,87.75271482936802,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_26_0_0_775_522.tif,179.0620145841058,38.17341044569218,31.329894945000618,21.774580894519232,214.39496971944135,65.66159911415956,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_28_0_0_1509_1516.tif,206.2359624137322,23.998057948601616,18.669904932760517,9.04689016773739,241.89164397957026,21.993195289588094,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_14_0_0_775_522.tif,191.12122852552218,42.01635654423539,23.551123470522803,21.996466956249282,203.19499691014707,81.28018175300102,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_38_0_0_1508_1516.tif,205.97519605201458,31.620416768337535,14.150194127362948,16.692118619229078,224.5970138154994,66.25031297037589,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_20_0_0_1514_1516.tif,205.56580969874835,31.770683114633318,14.50412944444638,12.307190350421083,234.15356278951424,50.42948701806586,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_33_0_0_775_522.tif,184.3735558027438,40.66308510094905,26.804362872327278,15.217460430833576,216.26367816091954,66.89932971908557,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_5_0_0_500_500.tif,184.626944,40.68807330435867,24.591784,25.118844394146482,230.845176,39.26960877738693,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_50_0_0_1268_1005.tif,103.3782287301662,33.270192471546984,26.646079539212455,5.457128781182309,224.73125774910935,6.320433263174434,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_3_0_0_1511_1516.tif,179.05026289182757,27.712161088717348,21.109825221899563,7.443616631880601,234.44128894701825,21.992076011595927,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_21_0_0_775_522.tif,122.90087504634779,46.958478491510256,47.11532814238042,12.468565963651843,221.90951180323816,21.564189044854725,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_29_0_0_775_522.tif,184.69887282165368,46.600555782614485,23.880407860585837,20.292050276985574,203.47114571746386,78.67307180745337,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_63_0_0_999_883.tif,111.82527034395665,54.36461828013943,19.43895537666772,7.69906588273255,228.40457104896515,15.843645715084778,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_14_0_0_1286_1113.tif,151.68912428964074,57.95863269434634,17.40722536850651,9.41929350623197,234.24112181919043,23.769995026123507,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_7_0_0_1511_1516.tif,216.91049192465456,28.945252134064184,11.358456630269842,13.660153364001916,222.01789515409425,75.94147760418778,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_40_0_0_1509_1516.tif,214.01753201109963,24.70391142726961,13.196869792677532,10.850584558371756,241.58776234414097,31.7032518384676,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_5_0_0_775_522.tif,153.76857743171425,52.179598195265314,37.893177604746015,16.45145536305071,210.20187368681252,60.35105890669956,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_47_0_0_775_522.tif,167.03215424545792,56.91582063304456,36.130636509702136,32.066503128535025,181.07531825485106,90.48087718522393,1
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_2_0_0_984_1097.tif,189.8738123559449,42.03843617834721,9.938694592050751,8.15166475008546,238.1300423920374,39.28320451300968,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_53_0_0_1512_1516.tif,182.19592512320085,34.94186787340558,22.363173329284805,19.227199990984104,231.33031308023064,30.38358155419682,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_10_0_0_775_522.tif,180.69112594240514,37.956547294136044,29.846876776665432,18.821867558187975,214.03651217402052,67.16716025949457,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_50_0_0_1512_1516.tif,215.08242546872165,24.997933141307897,8.366732367969176,12.729779589229842,229.59967969524368,62.284450950888804,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_7_0_0_775_522.tif,186.49198121369423,47.61988794155833,24.032208626869362,19.917450224297774,204.75713014460513,78.26808482221841,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_13_0_0_775_522.tif,166.01576072178963,46.826666588267045,35.64197503398838,18.45338527372903,212.40827339018662,63.41140358665756,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_32_0_0_955_753.tif,109.01042948624351,48.11076090766911,31.705141736718048,8.739830164343584,222.15265569484714,13.015227006087613,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_61_0_0_1511_1516.tif,197.40788352433955,24.712487673246414,15.742783789588751,11.920733419444907,233.52717887645395,43.63554156120636,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_27_0_0_1884_1612.tif,130.7802034107253,48.405723351756876,33.784319962278666,13.35623652969063,225.6859866684579,15.164230014953343,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_3_0_0_500_500.tif,178.998064,45.41203158031915,23.34546,19.94982980850714,221.253448,48.10943296393438,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_15_0_0_775_522.tif,162.33562724014337,35.93867588936363,38.8259671239649,12.934286076563188,222.56029909776294,37.15959722214503,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_52_0_0_1511_1516.tif,226.7511978996593,23.974307077979965,8.660150540713746,22.111480420445858,186.35968989066984,109.15117239218479,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_61_0_0_775_522.tif,170.9925769373378,37.01528165210027,32.58819181806946,11.706937329619407,224.13281423804227,39.64762195032174,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_41_0_0_1302_1099.tif,126.84327883608755,40.56404689865457,29.955302194845476,8.319385932408906,225.45195674324793,9.832064305497443,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_43_0_0_1500_1516.tif,226.51339929639403,29.057453185548805,7.641627968337731,15.029592577316679,169.43696437994723,116.68068095427365,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_31_0_0_1511_1516.tif,194.7862382109037,23.155306378778594,19.60715701391205,10.335077419871835,237.94770801283116,30.61394969624307,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_9_0_0_500_500.tif,185.844468,52.35850400648376,20.010564,13.965407133410183,232.750772,40.385598737718574,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_17_0_0_1512_1516.tif,195.3918262519021,31.437648776149583,21.444259468665802,10.105812214833172,225.64661948039256,63.31304316354538,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_60_0_0_1509_1516.tif,185.12650482330292,42.15981270883029,20.609837457226735,9.929720249778386,236.88742129457205,28.861966203919522,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_11_0_0_775_522.tif,177.6274032876035,41.919089246733684,28.169758991472005,13.619066987769633,220.426661722902,52.58897151419363,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_25_0_0_500_500.tif,168.05422,77.00857962715322,12.63968,22.89903127858469,180.229708,109.10133475918036,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_23_0_0_1508_1516.tif,204.5618513049138,31.28478759968471,13.986152131464205,10.120168054670069,234.03581514245923,47.85291129143396,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_69_0_0_1607_1359.tif,164.9362662340487,50.34207431221543,19.808261592838175,11.395599153192155,235.22589910861834,19.95508179204169,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_11_0_0_500_500.tif,199.119536,42.201671425960186,14.851452,10.493476901947037,234.563368,32.77759601460388,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_7_0_0_512_337.tif,160.6780183605341,46.39163667094864,26.316794556750743,9.944883780069778,226.7564331416914,21.833824624592513,2
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_1_0_0_1190_928.tif,93.53941339466822,37.081538112978144,38.01073239640684,9.234382780681825,223.51312662996233,9.19428661136858,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_48_0_0_1508_1516.tif,206.51636697507752,32.097710770614086,14.756645734622033,20.845828119972012,224.54573759649503,66.50541261442903,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_54_0_0_1509_1516.tif,206.35201281318248,23.268097542174104,18.535513392818114,8.756440641867973,241.46641785172866,25.265813054685516,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_24_0_0_500_500.tif,167.982064,56.018627601003445,22.077476,8.21139948300069,233.811336,14.147386680765603,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_62_0_0_1512_1516.tif,184.91599918331448,28.469318591008925,25.29213477754045,8.075472693367633,234.23097454314473,27.540400455042423,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_28_0_0_1140_782.tif,179.05182617669493,38.6782782563287,17.85520594965675,7.459785760837848,236.90027482388837,21.67872047534702,2
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_59_0_0_775_522.tif,162.88094673093562,45.19981162897722,39.91179829440119,17.65667277976135,209.02197503398838,64.27814671376264,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_15_0_0_500_500.tif,199.386708,29.085564201554284,21.70752,13.053944363662653,233.099564,39.135072697133246,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_26_0_0_1123_1056.tif,147.31607537979977,46.397058936146095,32.13900469521574,12.152769383272148,231.8481981435009,16.341845512332497,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_2_0_0_500_500.tif,206.165456,39.59022697979975,12.626148,13.828580501341992,230.171328,56.311179908757154,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_10_0_0_500_500.tif,177.616892,37.02517230561305,20.713384,7.633468102281164,230.388556,17.93777166302615,2
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_44_0_0_1508_1516.tif,203.15528395610394,33.465352111156186,12.329677953290455,11.36087023375632,220.43586842031593,69.40231670778651,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_13_0_0_1511_1516.tif,216.97688411630452,21.045890663414,9.14621578957478,12.785382542677823,236.4376157955119,51.43045071231403,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_42_0_0_1614_1168.tif,142.88139099658807,46.54672718330352,32.30618220705811,12.184270902532099,229.79505631376145,13.98861387017116,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_30_0_0_1343_869.tif,164.32017699069547,51.66096659372797,18.81672603201016,9.908817518630114,230.66763433461833,28.492276429465175,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_23_0_0_1076_1007.tif,95.70185744398873,41.19792906030126,23.994760653123304,6.306704226598503,225.87795561183242,10.335529718171562,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_13_0_0_2145_1301.tif,163.03345570647647,55.994738697845186,29.53543535634235,19.380434581400976,235.10006181366674,30.757768340291026,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_21_0_0_1514_1516.tif,206.30361393920595,37.82806000200405,12.71089488433373,12.91569502599695,235.8948673419239,42.507707215634106,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_58_0_0_1073_932.tif,144.23763244523198,60.213060375080204,25.62202160722214,12.958054730120224,232.00891867892756,18.77415309878499,1
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_1_0_0_500_500.tif,190.533088,42.43996740319503,20.406836,12.25043119523162,227.040076,53.97724985504748,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_47_0_0_1137_1057.tif,112.58801523370187,38.793416209049404,32.23760763981631,6.44500527474313,219.98414723138202,9.952607136812503,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_14_0_0_500_500.tif,191.859572,26.75036979140318,24.937716,5.871204025014291,238.619836,25.18780989552494,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_29_0_0_1446_660.tif,175.70600402363888,51.96401556878981,21.21783289324783,15.197919967753215,235.29071838719142,24.00123649016848,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_17_0_0_1190_934.tif,127.00066489122416,51.93977562144658,30.581159016068955,11.913115471500532,229.01943839634356,14.006360105300551,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_34_0_0_775_522.tif,157.3032307502163,38.218764939715996,42.322239525398594,12.276552718871299,223.12857248794958,29.00993017097012,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_7_0_0_760_635.tif,96.70544550352258,30.803336066483677,34.30404682967261,5.403836509272137,216.27011603812682,7.905405597278622,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_11_0_0_500_500.tif,201.767856,31.41468747518052,19.962612,10.41947436953784,231.570492,51.691676920737784,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_45_0_0_1511_1516.tif,196.62124979700314,23.631298063874368,16.461700388880836,7.02070222177853,240.3054011130339,18.238584386228688,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_63_0_0_1512_1516.tif,233.81489683237703,19.357983072108702,4.708390483868716,14.145119899547193,147.1762910785833,123.83037578468823,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_43_0_0_1017_874.tif,104.92336683699759,39.23409146675353,43.33762535748117,10.851975916908822,229.58118394614212,7.0668256221777,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_1_0_0_775_522.tif,175.43054010629095,44.36259328308717,31.438178222716598,19.776977594086876,208.95115807687554,71.10434155724467,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_49_0_0_1511_1516.tif,193.26978324302522,37.414991191353,15.214473369433303,10.827665186785659,234.27195421788153,33.855638404697025,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_37_0_0_775_522.tif,140.38944011865036,38.864643671564494,47.83191200098875,11.355043875806844,223.92689160795945,19.508363705623445,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_52_0_0_738_760.tif,146.36463949507916,38.07805483538913,43.24102838396805,13.5161249266095,236.2403455284553,12.734926122877592,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_29_0_0_1511_1516.tif,198.51191089442594,26.404441704166306,15.348886966118299,10.802665195794898,236.96734544737012,34.62878816633114,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_41_0_0_775_522.tif,185.386654307255,38.83114698139569,28.56288963045359,19.652349725650385,209.82406377456434,74.40131255693292,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_22_0_0_1508_1516.tif,204.8987178320724,29.98753814084159,15.008038919955489,16.91788283865791,230.1101740584954,56.3153953020966,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_20_0_0_1684_1439.tif,133.10462695953743,50.28821150109618,37.3253484126447,14.61787406897861,230.9683465688597,17.454819525896415,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_6_0_0_775_522.tif,162.57318749227537,33.97530283501177,24.957876653071313,8.11367104535736,226.18758126313188,32.61878692840102,2
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_37_0_0_1048_961.tif,133.3698238952745,36.305400263139916,42.123597993502315,10.912639314051688,230.82732979323382,11.356340365853983,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_10_0_0_1508_1516.tif,199.2597719812714,34.85696490631606,12.820761567156344,10.509611379339253,220.67316265755898,67.71222518509589,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_12_0_0_512_512.tif,206.4769287109375,48.73816887375636,12.689701080322266,26.52168742176633,199.1404037475586,92.34427678662442,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_22_0_0_512_512.tif,183.4908218383789,42.83147727841851,16.181774139404297,20.255437735960648,217.07333374023438,66.13203892392693,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_13_0_0_500_500.tif,193.07324,36.808036892809156,16.773908,9.218846696172792,234.180256,21.088320269155247,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_1_0_0_1509_1516.tif,211.38732206584592,23.374353013014215,16.1096009693816,10.467370951594615,242.08343037640472,26.683324930138923,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_16_0_0_589_453.tif,166.74434912318182,45.20918271167808,38.11936270927265,16.24397833306372,224.25633674016274,25.14261244537719,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/pannuke_5_0_0_500_500.tif,182.725992,35.87196698838713,26.70348,9.202671127971486,197.437564,94.84703983649622,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_16_0_0_1508_1516.tif,205.893533083012,29.07564371235907,14.573587743118496,17.383591407837073,230.8386113988368,55.63567688409457,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_32_0_0_775_522.tif,182.01748115189716,37.440659674264985,29.260084043999505,15.299367010310743,219.10271412680757,61.251493352759326,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_8_0_0_1500_1516.tif,213.77884872471415,29.646101986631262,12.463163148636763,12.684150115579719,239.25053518029904,44.959479248983655,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/consep_9_0_0_500_500.tif,224.698012,29.12628667111302,11.240604,24.91668328078968,173.850752,113.70967289124745,0
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_9_0_0_1103_860.tif,131.53720086866684,41.77841315042682,38.25782327268127,12.069398499523828,227.92535263235573,13.852074929731234,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/crag_18_0_0_1511_1516.tif,189.85393351133027,34.85249107948639,16.634851458696037,12.367659385482241,231.7942960942534,42.470656757489344,3
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_19_0_0_1462_1113.tif,123.12999153149632,38.7324089199225,42.631022132415936,8.640414475945164,229.65423369874497,8.185456060353554,5
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_59_0_0_1247_805.tif,171.70041690118396,41.11422908331773,22.788001016103244,8.413858026542442,237.64193418241047,14.90175503917699,2
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/glas_50_0_0_589_453.tif,185.88257494837285,42.842368625452494,29.613686534216335,21.814124499680705,210.88140560758873,63.603654674166286,4
lizard,/nfs/datasets/public/ProcessedHistology/Lizard/inputs/original/dpath_51_0_0_1172_854.tif,159.66220496199375,42.36699163202917,26.340142953057686,10.347447760718751,234.68359996323264,13.562934663313227,2
